"community,price,area,layout,site,total_height,toward,built_year"
"琴澳新城四季半岛钻石,628,169.0,5室2厅,高,8.0,南北,2023-01-01"
"云山诗意,540,166.8,4室2厅,中,23.0,东南,2008-01-01"
"绿洋山庄,1250,364.47,5室2厅,高,27.0,南北,2018-01-01"
"双瑞藏龙湾花园,271,108.0,4室2厅,中,47.0,南,2020-01-01"
"天一居,678,178.7,3室2厅,中,29.0,南北,2015-01-01"
"仁恒星园,500,167.3,4室2厅,低,18.0,南,2008-01-01"
"绿景玺悦湾,550,165.0,4室2厅,中,30.0,南北,2020-01-01"
"中海寰宇天下,249,79.0,3室2厅,低,22.0,东南,2020-01-01"
"都会四季,145,68.0,2室2厅,中,28.0,东南,2021-01-01"
"双瑞藏龙湾花园,340,115.0,3室2厅,中,47.0,南北,2020-01-01"
"五洲花城三期,372,89.63,3室2厅,中,43.0,南,2020-01-01"
"云山诗意,560,192.74,4室2厅,低,28.0,南,2008-01-01"
"中海寰宇天下,312,97.0,3室2厅,中,22.0,东南,2020-01-01"
"中海寰宇天下,303,97.0,3室2厅,高,22.0,南北,2021-01-01"
"乐而居花园,188,113.99,3室2厅,中,26.0,南北,2020-01-01"
"双瑞藏龙湾花园,235,95.0,3室2厅,低,47.0,北,2020-01-01"
"仁恒星园,570,186.0,3室2厅,高,26.0,南,2018-01-01"
"仁恒星园,262,94.7,3室1厅,高,30.0,南,2012-01-01"
"华发国际海岸新澳郡,128,51.0,1室2厅,中,30.0,南,2021-01-01"
"双瑞藏龙湾花园,239,95.0,3室2厅,高,47.0,南,2019-01-01"
"华发世纪城二期,420,194.34,4室2厅,高,27.0,东南,2018-01-01"
"金域华府,310,79.0,3室2厅,低,32.0,南,2013-01-01"
"山东健康·家人乐府,198,88.66,3室2厅,低,27.0,南,2022-01-01"
"曦华园,954,227.0,5室2厅,低,32.0,南北,2014-01-01"
"双城汇三期,178,76.0,3室2厅,中,30.0,南北,2019-01-01"
"格力海云居,110,69.0,2室2厅,中,25.0,南北,2020-01-01"
"中珠上城,190,83.45,2室2厅,中,17.0,东,2018-01-01"
"华发世纪城二期,238,107.29,3室2厅,低,28.0,东南,2018-01-01"
"正方深悦湾花园,310,127.0,5室2厅,中,22.0,南北,2020-01-01"
"香都三好名苑,350,118.0,3室2厅,低,11.0,南北,2005-01-01"
"华发广场,405,89.0,3室2厅,中,45.0,南北,2018-01-01"
"华策南湾国际,309,125.2,4室1厅,低,32.0,东南,2018-01-01"
"双瑞藏龙湾花园,499,143.18,4室2厅,底,45.0,南北,2019-01-01"
"仁恒星园,245,98.96,2室2厅,低,26.0,南,2018-01-01"
"琴澳新城四季半岛钻石,430,141.0,4室2厅,中,31.0,南北,2020-01-01"
"正方南湾首府,245,99.0,4室2厅,低,32.0,南北,2013-01-01"
"海湾半山,238,103.8,2室2厅,低,31.0,北,2018-01-01"
"凤凰公馆,280,117.46,3室2厅,低,33.0,南北,2018-01-01"
"凤山府,210,91.09,3室2厅,中,26.0,南,2019-01-01"
"棕榈假日,125,89.33,3室2厅,高,6.0,北,2007-01-01"
"正方南湾首府,600,173.0,5室2厅,低,32.0,南北,2018-01-01"
"华发琴澳新城·银景湾,121,51.0,1室2厅,中,30.0,南,2020-01-01"
"香湾花园,1200,370.89,6室3厅,顶,3.0,东南,1996-01-01"
"仁恒滨海中心,3988,751.02,7室3厅,高,32.0,东南,2017-01-01"
"龙光玖云汇住宅,196,103.83,3室2厅,低,32.0,南北,2018-01-01"
"富力新天地,200,92.0,2室2厅,底,6.0,西,2006-01-01"
"中海寰宇天下,331,105.0,3室2厅,低,22.0,东南,2020-01-01"
"香山人家,530,136.0,3室2厅,低,30.0,南,2011-01-01"
"中信红树湾一期,480,119.0,3室2厅,高,32.0,东南,2011-01-01"
"凤山府,345,138.0,4室2厅,底,32.0,南北,2020-01-01"
"五洲花城澳洲园,540,166.1,4室2厅,中,17.0,南,2004-01-01"
"富力优派广场,39,40.0,1室1厅,中,26.0,南,2019-01-01"
"正方深悦湾花园,239,99.0,4室2厅,中,25.0,南北,2021-01-01"
"岭秀城,379,150.0,4室2厅,高,26.0,南北,2018-01-01"
"华发世纪城四期,275,122.43,3室1厅,高,31.0,东南,2018-01-01"
"万菱情侣湾一号,1596,346.9,5室2厅,高,39.0,南北,2017-01-01"
"绿景喜悦荟,123,57.0,2室1厅,中,32.0,东南,2019-01-01"
"都会四季,168,79.0,3室2厅,中,24.0,南,2021-01-01"
"正方深悦湾花园,180,77.0,3室2厅,低,25.0,南,2022-01-01"
"绿景玺悦湾,435,143.0,4室2厅,中,32.0,南北,2021-01-01"
"中海寰宇天下,312,97.0,3室2厅,中,22.0,东南,2020-01-01"
"御景国际花园,245,87.34,3室2厅,中,31.0,东南,2018-01-01"
"绿景喜悦荟,445,161.0,4室2厅,低,32.0,南,2019-01-01"
"正方南湾首府,670,187.0,6室2厅,底,32.0,南北,2018-01-01"
"正方南湾首府,512,185.0,4室2厅,低,32.0,南北,2018-01-01"
"华发·湾玺壹号,380,129.0,4室2厅,中,31.0,南,2020-01-01"
"绿景玺悦湾,355,122.69,3室2厅,中,31.0,南,2021-01-01"
"国维中央广场,127,69.0,1室2厅,中,33.0,南北,2019-01-01"
"华发·湾玺壹号,262,86.0,3室2厅,高,22.0,南,2020-01-01"
"正方南湾首府,254,99.0,4室2厅,低,32.0,南北,2023-01-01"
"海湾花园,195,139.0,3室2厅,中,25.0,西南,2018-01-01"
"中海富华里,320,129.97,3室2厅,低,28.0,南,2013-01-01"
"华发四季,588,139.17,3室2厅,中,19.0,南,2014-01-01"
"华发新城五期,450,192.27,5室2厅,中,30.0,东南,2008-01-01"
"幸福里,230,124.13,5室2厅,高,26.0,南,2010-01-01"
"金域廊院,200,88.46,3室2厅,中,11.0,东北,2006-01-01"
"五洲花城山场,368,125.57,4室2厅,高,11.0,北,2004-01-01"
"华发新城六期,140,67.83,2室2厅,高,28.0,南,2013-01-01"
"凤凰花园,280,94.2,2室2厅,低,31.0,东北,2003-01-01"
"红旗街住宅,120,94.21,3室2厅,顶,8.0,东南,1992-01-01"
"凤凰公馆,320,107.58,3室2厅,顶,31.0,南北,2022-01-01"
"华发世纪城四期,276,122.83,3室2厅,中,32.0,南,2010-01-01"
"华发新城四期,215,85.81,2室2厅,中,18.0,南,2007-01-01"
"凤凰花园,348,151.01,3室2厅,高,28.0,西南,2003-01-01"
"荣泰河庭,400,164.0,4室2厅,中,17.0,南北,2007-01-01"
"华策南湾国际,340,131.73,4室2厅,高,31.0,南北,2014-01-01"
"宝地康泰花园,300,147.49,3室3厅,高,17.0,南北,2004-01-01"
"中信红树湾,144.8,45.44,1室0厅,高,32.0,西,2013-01-01"
"银桦新村,220,95.0,3室2厅,低,7.0,北,1995-01-01"
"华发世纪城二期,270,116.52,3室2厅,高,30.0,南,2007-01-01"
"绿景喜悦荟,103,47.0,1室1厅,高,32.0,东南,2019-01-01"
"中信红树湾南区,528,140.85,4室2厅,中,32.0,南北,2015-01-01"
"中星广场,60,57.0,1室1厅,高,26.0,东南,2019-01-01"
"红旗街住宅,145,102.8,3室2厅,低,6.0,东南,1992-01-01"
"恒荣城市溪谷,430,143.58,4室2厅,低,31.0,南北,2016-01-01"
"仁恒星园,500,167.31,4室2厅,低,18.0,南,2007-01-01"
"双瑞藏龙湾花园,251,80.56,2室2厅,低,45.0,南,2021-01-01"
"天一居,715,188.0,4室2厅,中,34.0,东南,2017-01-01"
"雍和花园,210,139.95,4室2厅,中,22.0,西北,1997-01-01"
"海怡大厦,62,42.49,1室1厅,中,28.0,南,2004-01-01"
"中信红树湾南区,880,232.86,5室2厅,低,44.0,南,2015-01-01"
"凤凰花园,350,141.0,3室2厅,低,31.0,西北,2003-01-01"
"金地花园,252,109.91,3室2厅,高,17.0,南,2008-01-01"
"五洲花城三期,950,168.14,5室2厅,低,32.0,南北,2020-01-01"
"银桦新村,210,99.45,3室2厅,中,7.0,北,1995-01-01"
"世邦一水岸,190,77.08,2室2厅,低,31.0,东北,2008-01-01"
"仁恒星园,290,94.77,3室2厅,高,28.0,南,2011-01-01"
"城市东岸,460,119.0,3室2厅,低,29.0,南,2016-01-01"
"龙洲湾花园,298,143.65,4室2厅,中,17.0,南北,2003-01-01"
"双水湾,950,250.15,5室2厅,中,31.0,东南,2012-01-01"
"中信红树湾,515,171.0,4室2厅,中,32.0,南北,2011-01-01"
"万科城,195,92.24,3室2厅,高,41.0,东南,2018-01-01"
"金沙美地,358,120.3,4室2厅,中,17.0,南,2011-01-01"
"银桦新村,161,57.05,2室1厅,底,6.0,北,1995-01-01"
"华策南湾国际,320,131.55,3室2厅,高,32.0,南,2014-01-01"
"湾仔天一居,500,203.92,4室2厅,中,38.0,东南,2019-01-01"
"中海寰宇天下,400,127.0,4室2厅,中,22.0,南北,2020-01-01"
"银桦新村,159,57.43,2室1厅,低,7.0,北,1995-01-01"
"建发央璟,310,93.35,3室2厅,中,31.0,东南,2021-01-01"
"格力广场一期,380,150.14,3室2厅,中,32.0,南北,2009-01-01"
"万科金域蓝湾,600,151.0,4室2厅,中,33.0,东南,2008-01-01"
"华发世纪城二期,246,107.38,3室2厅,低,29.0,南,2007-01-01"
"中信红树湾花园,400,126.14,3室2厅,高,32.0,东南,2011-01-01"
"华景花园,225,115.09,3室2厅,中,19.0,西南,1998-01-01"
"山场花园,245,81.04,3室2厅,中,11.0,北,2006-01-01"
"尚东领御,800,220.0,4室2厅,中,49.0,南,2015-01-01"
"仁恒星园,280,94.7,3室1厅,高,30.0,南,2012-01-01"
"公园道,245,91.18,3室2厅,中,31.0,东南,2009-01-01"
"中信红树湾,515,171.0,4室2厅,中,32.0,南北,2011-01-01"
"华发四季峰景,320,141.08,4室2厅,中,34.0,南北,2020-01-01"
"金鸿利嘉阁,256,78.77,3室2厅,高,17.0,南,2012-01-01"
"华发水岸,135,89.0,3室2厅,中,19.0,东南,2016-01-01"
"华宁花园,215,114.41,3室2厅,中,7.0,东南,1999-01-01"
"碧桂园·华发香洲府,155,93.43,3室2厅,低,33.0,南,2021-01-01"
"格力广场一期,238,89.0,2室2厅,高,32.0,南,2009-01-01"
"御景龙湖,350,103.25,3室2厅,低,18.0,南,2016-01-01"
"中信红树湾,948,295.98,5室2厅,低,44.0,东南,2013-01-01"
"双瑞藏龙湾花园,200,75.0,2室2厅,低,47.0,西南,2021-01-01"
"云顶澜山,160,77.29,2室1厅,低,32.0,南,2011-01-01"
"港湾天际,172,87.0,3室2厅,低,26.0,北,2024-01-01"
"鸿运花园,215,100.0,3室2厅,低,7.0,南,1997-01-01"
"东方顺景,298.8,147.04,4室2厅,中,29.0,南,2005-01-01"
"海湾花园,255,143.17,3室2厅,低,25.0,东南,2018-01-01"
"石竹苑,90,61.44,2室1厅,中,7.0,东,1996-01-01"
"中海富华里,320,129.97,3室2厅,低,28.0,南,2013-01-01"
"三好名苑,215,70.97,2室2厅,低,12.0,南,2005-01-01"
"欧柏美地,500,134.21,3室2厅,高,19.0,南,2007-01-01"
"华发世纪城二期,270,116.52,3室2厅,高,30.0,南,2007-01-01"
"龙光玖龙湾,315,108.5,3室2厅,高,50.0,东南,2018-01-01"
"鹏瑞·珠澳湾中心,155,70.0,1室1厅,高,40.0,南北,2023-01-01"
"正方南湾首府,160,76.0,3室2厅,低,32.0,南北,2018-01-01"
"君怡花园,236,99.51,3室2厅,低,10.0,北,2000-01-01"
"龙洲湾花园,310,132.0,3室2厅,中,11.0,南,2003-01-01"
"龙洲湾花园,195,100.05,3室2厅,低,6.0,西南,2007-01-01"
"正方深悦湾花园,183,89.0,3室2厅,底,6.0,南,2006-01-01"
"优仕雅苑,225,90.64,3室2厅,高,11.0,南,2010-01-01"
"华发四季云山,305,108.0,4室2厅,中,30.0,北,2024-01-01"
"华发城建四季半岛,188,74.63,2室2厅,高,33.0,东北,2020-01-01"
"恒裕尚都,299,119.56,3室2厅,高,28.0,东南,2005-01-01"
"双瑞藏龙湾花园,271,108.0,4室2厅,中,47.0,南,2021-01-01"
"尚东领御,946,248.87,4室2厅,低,49.0,南北,2015-01-01"
"南泰明湾花园,142,91.0,3室2厅,高,11.0,南,2008-01-01"
"华发四季,640,153.8,4室2厅,低,32.0,南北,2014-01-01"
"中安广场,91,61.0,1室1厅,高,26.0,北,2020-01-01"
"优仕雅苑,225,90.64,3室2厅,高,11.0,南,2010-01-01"
"金沙美地,290,91.53,3室2厅,低,18.0,东南,2011-01-01"
"亨泰山庄,580,194.57,4室2厅,中,14.0,南北,2008-01-01"
"仁恒星园,270,95.0,3室2厅,低,30.0,南,2011-01-01"
"华发世纪城二期,268,107.29,3室2厅,中,28.0,东南,2009-01-01"
"万科金域蓝湾,709,180.0,4室2厅,高,47.0,南,2008-01-01"
"路福·星光上,259,121.46,3室2厅,低,32.0,南北,2020-01-01"
"金域华府,188,56.88,2室2厅,高,32.0,南,2018-01-01"
"华景西苑,160,82.0,2室2厅,中,5.0,西南,1993-01-01"
"御景龙湖,980,247.0,6室2厅,高,18.0,东南,2018-01-01"
"南香里,115,83.59,3室2厅,中,7.0,南,1992-01-01"
"优仕雅苑,248,90.64,3室2厅,高,11.0,南,2010-01-01"
"华发·湾玺壹号,309,113.0,4室2厅,中,31.0,南,2020-01-01"
"岭秀城,385,150.0,4室2厅,高,26.0,南北,2011-01-01"
"华发峰景湾,269,97.97,3室2厅,低,38.0,东南,2017-01-01"
"仁恒星园,590,169.02,4室2厅,中,16.0,南,2007-01-01"
"华发四季峰景,320,141.08,4室2厅,中,34.0,南北,2020-01-01"
"琴澳新城四季半岛钻石,188,75.0,2室2厅,中,31.0,东南,2020-01-01"
"金地花园,319,143.99,3室2厅,中,18.0,南,2007-01-01"
"国维中央广场,131,71.0,1室2厅,高,33.0,南北,2019-01-01"
"景山一号,385,158.0,3室2厅,中,27.0,南北,2007-01-01"
"明珠山庄,270,153.68,4室2厅,低,20.0,东南,2010-01-01"
"华发新城二期,395,164.0,4室2厅,低,11.0,南,2007-01-01"
"华发四季,660,191.15,4室2厅,中,31.0,南,2014-01-01"
"双瑞藏龙湾花园,230,95.0,3室2厅,中,47.0,南北,2019-01-01"
"中信红树湾,800,237.06,5室2厅,顶,44.0,东南,2011-01-01"
"华发四季云山,305,108.0,4室2厅,中,30.0,北,2024-01-01"
"中珠九悦,370,142.67,4室2厅,低,23.0,南,2018-01-01"
"康城苑,163,75.76,2室1厅,中,7.0,东南,2000-01-01"
"招商花园城一期,200,89.43,3室2厅,中,24.0,南,2010-01-01"
"中海寰宇天下,320,97.0,3室2厅,中,22.0,东南,2020-01-01"
"湾仔天一居,310,122.51,2室2厅,高,29.0,东南,2015-01-01"
"中海富华里,210,90.0,3室2厅,高,29.0,东北,2013-01-01"
"中海寰宇天下,400,127.0,4室2厅,中,22.0,南北,2020-01-01"
"优特绿城·桂语香山,658,169.87,4室2厅,中,32.0,南北,2021-01-01"
"华南名宇,190,95.7,3室2厅,中,17.0,南,2004-01-01"
"双水湾,1090,245.55,4室2厅,低,31.0,东北,2012-01-01"
"万科金域缇香,230,88.53,3室2厅,低,32.0,南,2015-01-01"
"钰海帝景,900,267.74,5室2厅,中,30.0,南,2015-01-01"
"尚东领御,645,192.0,4室2厅,高,48.0,西南,2018-01-01"
"中信红树湾南区,720,168.2,3室2厅,低,31.0,东南,2016-01-01"
"华发山庄,950,255.79,6室2厅,高,18.0,南北,2016-01-01"
"华发世纪城二期,248,107.38,3室2厅,低,29.0,南,2007-01-01"
"华策南湾国际,620,229.27,5室3厅,高,31.0,南北,2014-01-01"
"仁恒星园,250,94.79,3室1厅,中,28.0,东南,2011-01-01"
"绿景玺悦湾,529,141.53,4室2厅,低,32.0,东南,2023-01-01"
"龙光玖云汇,230,117.68,4室2厅,中,16.0,北,2018-01-01"
"御花园,170,88.0,2室2厅,高,21.0,南北,1995-01-01"
"美林书苑,328,82.57,2室2厅,中,30.0,北,2019-01-01"
"格力海云居,99,69.0,2室2厅,中,25.0,南北,2020-01-01"
"海愉半岛,328,148.99,3室2厅,高,14.0,西北,2002-01-01"
"云山诗意,588,184.99,4室2厅,中,29.0,南,2008-01-01"
"五洲花城二期,1080,288.82,4室2厅,低,30.0,南北,2012-01-01"
"华发新城四期,215,85.81,2室2厅,中,18.0,南,2007-01-01"
"钰海山庄,385,152.36,4室2厅,高,11.0,南北,2006-01-01"
"城市风景,298,114.9,3室2厅,中,17.0,南,2006-01-01"
"海湾花园,130,75.65,2室2厅,顶,6.0,南,1999-01-01"
"岭南世家华景园,380,177.2,4室2厅,高,11.0,南,2003-01-01"
"仁恒星园,280,94.7,3室1厅,高,30.0,南,2012-01-01"
"中铁诺德国际,455,138.67,4室2厅,高,39.0,南北,2014-01-01"
"华发四季,430,106.0,3室2厅,中,32.0,西南,2013-01-01"
"心海州,150,77.61,3室2厅,中,28.0,南,2016-01-01"
"金色九洲,228,104.15,3室2厅,中,11.0,北,2004-01-01"
"华发山庄,450,172.97,4室2厅,高,18.0,南,2019-01-01"
"中星广场,85,61.0,1室1厅,中,26.0,南北,1998-01-01"
"华发山庄,382,144.0,3室2厅,中,12.0,南,2016-01-01"
"琴澳新城四季半岛钻石,615,169.0,5室2厅,低,9.0,南北,2021-01-01"
"金沙美地,290,91.53,3室2厅,低,18.0,东南,2011-01-01"
"华发新城二期,520,190.02,4室2厅,高,18.0,东北,2006-01-01"
"华发TOD小镇,203,89.25,3室2厅,高,29.0,南,2020-01-01"
"招商花园城二期,248,87.33,3室2厅,中,24.0,南,2012-01-01"
"华发四季云山,305,108.0,4室2厅,中,30.0,北,2024-01-01"
"鹏瑞·珠澳湾中心,162,75.0,1室1厅,高,40.0,南北,2023-01-01"
"中海环宇城,272,83.0,2室2厅,高,40.0,北,2021-01-01"
"城市风景,215,102.22,3室2厅,中,11.0,南,2006-01-01"
"仁恒星园,500,167.31,4室2厅,低,18.0,南,2007-01-01"
"五洲花城三期,680,119.68,4室2厅,中,32.0,南,2019-01-01"
"绿景玺悦湾,557,165.05,4室2厅,中,32.0,南北,2021-01-01"
"银桦新村,150,57.55,2室2厅,顶,6.0,北,1995-01-01"
"华发城建未来荟,155,78.2,3室2厅,低,38.0,北,2017-01-01"
"五洲花城三期,760,145.0,4室2厅,中,32.0,南北,2021-01-01"
"仁恒星园,480,166.36,3室2厅,中,26.0,南,2012-01-01"
"优仕雅苑,345,111.0,3室2厅,高,11.0,南,2010-01-01"
"幸福里,168,84.15,3室2厅,低,18.0,南,2010-01-01"
"万菱情侣湾一号,1500,346.0,5室2厅,中,38.0,南北,2017-01-01"
"华发水岸,120,85.0,3室2厅,高,32.0,北,2016-01-01"
"华发国际海岸,225,80.48,2室2厅,低,33.0,南,2017-01-01"
"世邦一水岸,428,160.73,4室2厅,高,31.0,南,2007-01-01"
"中珠上城,280,110.0,4室2厅,中,28.0,南,2007-01-01"
"金域华府,298,77.39,3室2厅,高,18.0,东南,2014-01-01"
"锦绣四季花园一期,173,87.42,3室2厅,高,28.0,南北,2018-01-01"
"中安广场,98,61.0,1室1厅,高,26.0,南北,2017-01-01"
"君怡花园,278,132.96,4室2厅,低,11.0,南北,2003-01-01"
"中海富华里,290,129.99,3室2厅,低,29.0,南,2013-01-01"
"华发琴澳新城四季峰景,335,142.4,4室2厅,中,34.0,南北,2020-01-01"
"宝地康泰,280,144.25,3室2厅,低,17.0,南北,2018-01-01"
"正方南湾首府,530,185.0,4室2厅,低,32.0,南北,2018-01-01"
"中海环宇城,220,83.56,2室2厅,高,44.0,东北,2021-01-01"
"世邦佰亚燕都,165,85.76,3室2厅,高,32.0,南,2017-01-01"
"御景国际花园,260,88.57,3室2厅,中,31.0,东南,2011-01-01"
"港湾天际,156,69.0,2室2厅,中,26.0,南,2024-01-01"
"双水湾,800,236.27,4室2厅,中,31.0,南北,2012-01-01"
"万科城,230,114.8,4室2厅,高,41.0,南,2017-01-01"
"中信红树湾花园,400,126.14,3室2厅,高,32.0,东南,2011-01-01"
"湾仔天一居,1280,377.0,5室2厅,高,37.0,南北,2019-01-01"
"中铁·诺德国际,445,142.21,4室2厅,中,21.0,南,2018-01-01"
"华发世纪城四期,285,145.86,3室2厅,中,32.0,东南,2009-01-01"
"云山诗意,592,180.0,5室2厅,中,23.0,南北,2008-01-01"
"仁恒星园,268,96.03,2室2厅,高,26.0,南,2008-01-01"
"华发四季云山,305,108.0,4室2厅,中,30.0,北,2024-01-01"
"金沙美地,250,88.14,3室2厅,中,11.0,东南,2011-01-01"
"红树别院,290,116.58,3室2厅,中,15.0,南北,2016-01-01"
"三好名苑,290,106.21,3室2厅,高,11.0,南,2005-01-01"
"正方南湾首府,247,99.0,4室2厅,低,32.0,南北,2013-01-01"
"招商花园城二期,540,157.0,4室2厅,低,23.0,南,2012-01-01"
"格力广场一期,420,128.23,3室2厅,高,32.0,东南,2012-01-01"
"华发峰景湾,235,98.19,3室2厅,高,39.0,南北,2018-01-01"
"格力广场三期,390,130.0,3室2厅,高,21.0,南北,2022-01-01"
"鸿泰八零,225,83.64,3室2厅,中,18.0,南,2009-01-01"
"粤龙阁,79,41.82,1室1厅,低,7.0,南,2001-01-01"
"银桦新村,375,143.52,4室2厅,低,22.0,东,2001-01-01"
"海湾花园,255,143.17,3室2厅,低,25.0,东南,2018-01-01"
"凤凰花园,196,71.03,2室1厅,高,28.0,东,2003-01-01"
"公园道,229,91.0,3室2厅,高,31.0,南,2009-01-01"
"华发山庄,620,233.68,5室2厅,中,11.0,南,2015-01-01"
"仁恒星园,400,153.17,3室2厅,中,26.0,南,2012-01-01"
"华发琴澳新城四季峰景,220,89.72,3室2厅,低,46.0,西南,2022-01-01"
"华策南湾国际,272,125.0,4室2厅,低,32.0,南,2011-01-01"
"时代保利中环广场,255,101.47,3室2厅,低,30.0,南北,2019-01-01"
"华发四季,630,154.7,3室2厅,低,30.0,南北,2014-01-01"
"熙园,450,161.0,4室2厅,高,11.0,南,2003-01-01"
"金碧时代广场,310,136.11,3室2厅,中,30.0,东南,2007-01-01"
"中海滨河湾,250,97.0,2室2厅,高,37.0,南,2010-01-01"
"鸿馨园,241.1,110.46,3室2厅,中,11.0,北,2007-01-01"
"金色九洲,420,237.26,4室2厅,高,17.0,南,2006-01-01"
"天宸,580,251.0,3室2厅,高,37.0,南北,2017-01-01"
"五洲花城二期,530,135.67,4室2厅,中,32.0,南,2018-01-01"
"金域廊院,200,88.46,3室2厅,中,11.0,东北,2006-01-01"
"石竹苑,117,61.44,2室2厅,中,7.0,东北,1996-01-01"
"龙洲湾花园,415,222.0,4室2厅,低,32.0,南,2003-01-01"
"五洲花城C区,290,91.06,3室1厅,顶,11.0,北,2013-01-01"
"华景花园群芳阁,223,115.09,3室2厅,中,19.0,南,1998-01-01"
"湾仔天一居,500,203.92,4室2厅,中,38.0,东南,2019-01-01"
"三好名苑,205,70.97,2室2厅,中,11.0,南,2006-01-01"
"前山区安居园,152,90.56,3室2厅,中,8.0,南,2000-01-01"
"华景西苑,210,105.0,3室2厅,中,5.0,东南,1994-01-01"
"华发新城六期,215,86.99,3室2厅,低,32.0,西南,2013-01-01"
"吉大新村,150,96.24,3室2厅,中,7.0,南,1993-01-01"
"九洲花园,218,91.83,3室2厅,高,7.0,南,1999-01-01"
"棕榈假日,115,76.5,2室2厅,中,7.0,东南,2004-01-01"
"华发琴澳新城·四季广,148,46.59,1室1厅,中,44.0,东南,2020-01-01"
"华发四季,720,176.47,4室2厅,高,18.0,南北,2015-01-01"
"心海州,155,86.51,3室2厅,高,30.0,南,2016-01-01"
"钰海上峰,263,92.85,3室2厅,低,30.0,南,2013-01-01"
"华发未来荟,65,34.47,1室0厅,中,27.0,南,2016-01-01"
"中珠九悦,435,153.7,4室2厅,底,17.0,南,2012-01-01"
"御龙山庄,300,153.42,4室2厅,低,22.0,东南,2006-01-01"
"中信红树湾南区,2200,206.12,6室2厅,高,44.0,南北,2018-01-01"
"华发新城四期,215,85.81,2室2厅,中,18.0,南,2007-01-01"
"仁恒星园,500,167.31,4室2厅,低,18.0,南,2007-01-01"
"中海环宇城,248,80.57,2室1厅,高,41.0,南北,2020-01-01"
"城市风景,220,96.0,3室2厅,高,11.0,北,2006-01-01"
"华发四季,610,154.7,4室2厅,底,18.0,南北,2018-01-01"
"万科城,215,121.0,3室2厅,低,34.0,东南,2018-01-01"
"欧柏美地,365,138.47,3室2厅,低,19.0,东南,2007-01-01"
"海湾花园,215,98.3,3室2厅,中,7.0,南北,2002-01-01"
"盈翠轩,380,130.27,4室2厅,高,17.0,北,2007-01-01"
"华发山庄,488,191.0,4室2厅,低,16.0,南,2015-01-01"
"海湾花园,153,100.13,2室1厅,低,28.0,东南,1996-01-01"
"白莲新村,95,76.27,3室2厅,高,7.0,南,1989-01-01"
"五洲康城,220,89.17,3室2厅,低,11.0,东南,2007-01-01"
"中信红树湾南区,980,203.3,3室2厅,中,31.0,东北,2018-01-01"
"五洲花城三期,760,145.0,4室2厅,中,32.0,南北,2021-01-01"
"好望角,240,94.7,4室2厅,顶,11.0,南,2004-01-01"
"云顶澜山,405,186.0,5室2厅,低,31.0,南,2011-01-01"
"二城心作,160,92.15,3室2厅,中,30.0,东南,2018-01-01"
"权英豪苑,350,134.0,3室2厅,顶,12.0,南,2024-01-01"
"君怡花园,210,74.43,2室2厅,中,11.0,南,2002-01-01"
"棕榈假日,107,63.08,2室1厅,中,11.0,东南,2004-01-01"
"时代廊桥,340,157.74,4室2厅,中,30.0,东南,2009-01-01"
"熙园,390,128.87,3室2厅,高,11.0,南北,2005-01-01"
"中铁·诺德国际,340.99,140.0,4室2厅,高,33.0,南,2018-01-01"
"仁恒星园,500,168.0,4室2厅,高,15.0,南,2008-01-01"
"中信红树湾,520,183.94,5室2厅,低,31.0,东南,2011-01-01"
"雍和花园,200,124.95,3室2厅,低,22.0,南,1997-01-01"
"中海环宇城,359,114.7,3室2厅,低,42.0,南,2018-01-01"
"华发峰景名苑,208,91.38,3室2厅,中,11.0,南,2006-01-01"
"御景国际花园,255,89.22,3室1厅,低,32.0,南,2011-01-01"
"仁恒星园,438,143.85,3室2厅,低,25.0,南北,2007-01-01"
"华发四季,630,154.7,3室2厅,低,30.0,南北,2014-01-01"
"华发峰景湾,245,100.28,3室2厅,中,38.0,南,2017-01-01"
"华发新城六期,148,70.0,2室1厅,高,28.0,南,2013-01-01"
"恒裕水墨兰亭,740,168.0,4室2厅,低,31.0,南,2016-01-01"
"南湾国际花园,280,132.0,3室2厅,中,31.0,东南,2013-01-01"
"亨泰山庄,580,194.57,4室2厅,中,14.0,南北,2008-01-01"
"恒荣城市溪谷,224,98.0,3室2厅,高,37.0,南北,2018-01-01"
"珠光里程花园,406,115.13,3室2厅,低,25.0,南,2021-01-01"
"中铁·诺德国际,498,140.05,4室2厅,低,39.0,南北,2020-01-01"
"城市风景,240,96.0,3室2厅,高,11.0,北,2006-01-01"
"万和国际公馆二期,800,290.0,5室3厅,底,1.0,南北,2009-01-01"
"御景国际花园,310,110.88,3室1厅,低,32.0,南,2012-01-01"
"锦绣柠溪,243,121.62,3室2厅,低,17.0,南,2004-01-01"
"青竹花园南区,129,87.92,3室2厅,中,7.0,东南,1993-01-01"
"康城苑,163,75.76,2室1厅,中,7.0,东南,2000-01-01"
"鸿翠阁,168,69.06,2室2厅,中,24.0,东南,2010-01-01"
"香都三好名苑,358,117.6,3室2厅,低,11.0,南北,2005-01-01"
"恒裕尚都,175,82.45,2室2厅,中,28.0,北,2005-01-01"
"正方云曦山,225,98.0,4室2厅,中,32.0,南北,2021-01-01"
"香溪庄二期,80,55.57,2室1厅,中,8.0,南,1992-01-01"
"五洲花城三期,950,168.14,5室2厅,低,32.0,南北,2020-01-01"
"海湾花园,205,142.98,3室2厅,高,25.0,南,1995-01-01"
"新市花园,98,75.64,2室2厅,高,7.0,南,1991-01-01"
